Category,Data_Alpha_Carotene,Data_Beta_Carotene,Data_Beta_Cryptoxanthin,Data_Carbohydrate,Data_Cholesterol,Data_Choline,Data_Fiber,Data_Lutein_and_Zeaxanthin,Data_Lycopene,Data_Niacin,Data_Protein,Data_Retinol,Data_Riboflavin,Data_Selenium,Data_Sugar_Total,Data_Thiamin,Data_Water,Data_Fat_Monosaturated_Fat,Data_Fat_Polysaturated_Fat,Data_Fat_Saturated_Fat,Data_Fat_Total_Lipid,Data_Major_Minerals_Calcium,Data_Major_Minerals_Copper,Data_Major_Minerals_Iron,Data_Major_Minerals_Magnesium,Data_Major_Minerals_Phosphorus,Data_Major_Minerals_Potassium,Data_Major_Minerals_Sodium,Data_Major_Minerals_Zinc,Data_Vitamins_Vitamin_A___RAE,Data_Vitamins_Vitamin_B12,Data_Vitamins_Vitamin_B6,Data_Vitamins_Vitamin_C,Data_Vitamins_Vitamin_E,Data_Vitamins_Vitamin_K
Sesame chicken,0.0,10.0,3.0,26.88,59.0,61.1,0.7,90.0,28.0,3.96,14.33,82.0,0.225,16.7,15.98,0.04,42.8,3.546,6.885,2.41,14.25,12.0,0.051,1.09,22.0,130.0,204.0,482.0,0.91,83.0,0.25,0.267,1.0,1.31,27.1
Sesame dressing,0.0,14.0,1.0,9.295,0.0,3.65,0.5,0.0,8.0,0.047,1.745,0.0,0.004,1.6,8.74,0.006,59.655,6.8125,14.168,3.5165,25.94,17.0,0.0095,0.425,2.0,24.5,123.5,945.5,0.08,1.5,0.0,0.0275,0.0,4.640000000000001,34.25
Sesame oil,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,41.7,14.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.6
Sesame seeds,0.0,40.0,0.0,11.73,0.0,25.6,11.6,0.0,0.0,5.8,20.45,0.0,0.09,34.4,0.48,0.699,3.75,23.924,25.491,9.055,61.21,60.0,1.4,6.36,345.0,667.0,370.0,47.0,6.73,3.0,0.0,0.4,0.0,1.68,0.0
Seven and Seven,0.0,0.0,0.0,7.63,0.0,0.3,0.0,0.0,0.0,0.015,0.04,0.0,0.001,0.0,6.76,0.001,84.05,0.0,0.0,0.0,0.02,2.0,0.006,0.09,1.0,1.0,1.0,7.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Seven-layer salad,5.0,289.0,2.0,5.66,47.0,40.7,1.3,482.0,0.0,0.642,4.76,33.0,0.104,6.4,3.19,0.086,67.63,5.014,10.406,4.374,20.73,60.0,0.04,0.55,10.0,78.0,123.0,262.0,0.59,57.0,0.21,0.083,6.0,0.95,48.7
Shark,0.0,0.2857142857142857,0.1428571428571428,5.1085714285714285,61.57142857142857,76.41428571428571,0.2571428571428571,7.428571428571429,0.0,3.428714285714286,24.25142857142857,72.0,0.1012857142857142,42.65714285714286,0.4642857142857143,0.0895714285714285,60.14571428571429,3.4214285714285717,2.737285714285714,1.5891428571428572,8.567142857142857,51.285714285714285,0.052,1.272857142857143,56.142857142857146,244.0,191.42857142857144,401.57142857142856,0.5857142857142856,72.0,1.502857142857143,0.3997142857142857,0.2142857142857142,1.4928571428571429,4.1571428571428575
Shav soup,2.0,792.0,2.0,4.03,65.0,45.3,0.4,1515.0,0.0,1.345,3.37,22.0,0.107,5.2,1.76,0.044,88.86,1.151,0.435,0.822,2.55,29.0,0.067,0.56,7.0,49.0,119.0,317.0,0.3,88.0,0.1,0.077,2.8,0.5,63.4
Shellfish and noodles with tomato-based sauce,0.0,84.0,1.0,15.74,36.0,36.4,1.1,28.0,4454.0,1.688,6.58,22.0,0.101,21.0,1.36,0.167,71.15,1.869,1.881,0.793,5.04,23.0,0.117,1.34,22.0,100.0,179.0,239.0,0.62,29.0,1.67,0.077,2.2,1.24,5.2
Shellfish mixture and vegetables excluding carrots,10.0,67.0,8.5,6.665,37.0,42.6,0.95,164.5,0.0,0.9705,7.965,37.5,0.062,15.25,1.565,0.0365,76.95,2.4495,2.812,1.096,6.765000000000001,44.0,0.0945,0.76,19.5,123.0,230.0,275.5,0.55,44.0,2.895,0.104,7.35,1.23,20.3
Shellfish mixture and vegetables including carrots,545.5,1278.5,0.0,5.98,36.0,41.45,1.2000000000000002,306.5,0.0,0.813,7.85,37.0,0.0565,14.8,1.56,0.038,77.82,2.3905,2.76,1.0825,6.640000000000001,48.0,0.078,0.7050000000000001,18.0,120.5,235.0,282.0,0.53,166.5,2.825,0.106,10.25,1.44,30.85
Shepherd's pie with beef,1.0,43.0,0.0,14.1,12.0,26.5,1.4,25.0,967.0,1.753,6.35,21.0,0.055,6.1,1.32,0.078,75.18,1.385,0.662,0.843,3.15,16.0,0.146,0.76,18.0,66.0,294.0,248.0,1.12,25.0,0.25,0.242,6.7,0.39,5.0
Shepherd's pie with lamb,1.0,56.0,0.0,13.08,17.0,28.4,1.1,22.0,1166.0,2.072,7.12,33.0,0.087,6.0,1.79,0.083,73.22,2.287,1.071,1.354,5.07,16.0,0.167,0.81,21.0,78.0,326.0,350.0,1.27,37.0,0.5,0.206,9.3,0.54,5.9
Sherbet,0.0,1.0,5.0,30.4,1.0,7.7,1.3,7.0,0.0,0.063,1.1,12.0,0.097,1.5,24.32,0.027,66.1,0.53,0.08,1.16,2.0,54.0,0.028,0.14,8.0,40.0,96.0,46.0,0.48,12.0,0.13,0.023,2.3,0.01,0.0
Shirley Temple,0.0,0.0,0.0,14.17,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.001,0.1,12.55,0.0,85.75,0.001,0.001,0.001,0.0,4.0,0.021,0.17,1.0,0.0,4.0,9.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Shortening,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,41.186,28.097,24.98,99.97,1.0,0.0,0.07,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.001,0.0,6.13,53.2
Shrimp,0.0,7.25,0.3,8.2285,172.25,96.635,0.4149999999999999,16.25,0.0,2.1,17.6445,61.65,0.07015,38.59,0.609,0.0839999999999999,65.92,1.5995,1.88285,1.4167,5.51,92.8,0.2324,1.0725,29.95,279.55,140.6,593.2,1.3904999999999998,62.25,1.0725,0.1759,0.85,1.8385,4.94
Shrimp and clams in tomato-based sauce,43.0,295.0,0.0,12.46,36.0,30.6,1.5,179.0,1058.0,1.182,7.77,33.0,0.081,19.6,2.0,0.104,75.67,0.657,0.337,1.122,2.51,40.0,0.141,1.44,22.0,103.0,272.0,276.0,0.64,60.0,2.69,0.084,11.2,0.66,38.5
Shrimp and noodles,0.0,1.0,0.0,16.43,59.0,42.6,0.8,24.0,0.0,1.848,7.3,21.0,0.092,24.9,0.26,0.192,69.65,2.054,2.053,0.896,5.5,26.0,0.114,1.01,21.0,108.0,57.0,144.0,0.73,21.0,0.38,0.076,0.0,0.98,4.6
Shrimp and noodles with cheese sauce,0.0,8.0,0.0,13.45,54.0,32.3,0.6,18.0,0.0,1.397,8.18,38.0,0.134,19.9,0.24,0.151,71.65,1.643,0.729,2.511,5.37,106.0,0.089,0.83,20.0,142.0,81.0,192.0,0.88,38.0,0.37,0.068,0.2,0.41,0.3
Shrimp and noodles with cream or white sauce,0.0,13.0,0.0,16.25,55.0,40.1,0.7,20.0,0.0,1.637,7.13,58.0,0.125,21.4,1.65,0.183,70.15,1.566,1.141,1.964,5.25,59.0,0.095,0.91,21.0,120.0,95.0,164.0,0.74,59.0,0.44,0.116,0.0,0.83,2.5
Shrimp and noodles with gravy,0.0,1.0,0.0,14.7,49.0,35.0,0.6,20.0,0.0,1.558,6.02,17.0,0.089,19.9,0.3,0.16,73.03,1.949,1.758,0.908,5.18,23.0,0.096,0.83,17.0,92.0,58.0,178.0,0.61,17.0,0.3,0.068,0.0,0.81,3.9
Shrimp and noodles with mushroom sauce,0.0,1.0,0.0,15.05,46.0,37.2,0.8,20.0,0.0,1.526,6.31,23.0,0.088,20.1,0.79,0.156,72.19,1.664,2.128,0.982,5.23,35.0,0.093,0.82,18.0,99.0,78.0,226.0,0.63,23.0,0.34,0.069,0.0,0.82,8.5
Shrimp and noodles with soy-based sauce,0.0,30.0,0.0,8.26,82.0,56.8,0.6,57.0,0.0,1.395,10.21,35.0,0.03,20.6,0.87,0.03,72.46,2.848,2.931,1.112,7.25,52.0,0.138,0.4,21.0,143.0,144.0,276.0,0.8,38.0,0.66,0.148,2.3,1.67,19.2
Shrimp and noodles with tomato sauce,0.0,84.0,1.0,15.39,49.0,38.6,1.1,28.0,4455.0,1.857,6.46,18.0,0.097,20.9,1.36,0.167,71.66,1.949,1.969,0.832,5.22,25.0,0.131,1.15,22.0,98.0,143.0,172.0,0.68,25.0,0.31,0.095,2.2,1.34,5.4
Shrimp and vegetables excluding carrots,13.5,81.0,15.5,5.85,75.5,56.1,1.1,227.5,0.0,1.49,9.315,32.5,0.0535,18.45,1.42,0.037,76.685,2.6555,2.739,1.0385,6.755,46.0,0.141,0.48,24.5,138.5,178.0,142.0,0.78,40.0,0.635,0.156,7.75,1.58,19.6
Shrimp and vegetables in sauce with noodles,518.0,1210.0,10.0,13.44,37.0,18.4,1.5,164.0,0.0,0.836,5.28,5.0,0.074,15.6,1.87,0.1,78.12,0.35,0.557,0.528,1.71,32.0,0.093,0.92,15.0,58.0,86.0,456.0,0.54,129.0,0.11,0.051,6.9,0.52,8.0
Shrimp and vegetables including carrots,755.0,1771.0,0.0,4.545,75.0,54.8,1.4500000000000002,405.0,0.0,1.294,9.275,32.0,0.047,18.25,1.46,0.0405,77.86500000000001,2.6675,2.766,1.0515,6.825,52.5,0.1255,0.4399999999999999,22.0,136.5,182.5,153.0,0.755,212.0,0.635,0.1619999999999999,12.65,1.94,34.05
Shrimp cake or patty,0.0,1.0,1.0,3.67,193.0,126.2,0.2,51.0,0.0,2.112,18.1,82.0,0.074,39.5,0.51,0.055,60.62,4.578,7.589,2.672,15.45,78.0,0.204,0.57,30.0,247.0,151.0,182.0,1.36,82.0,1.29,0.2,0.3,2.63,24.1
Shrimp chips,0.0,0.0,0.0,59.09,2.0,17.6,5.6,116.0,0.0,2.631,7.14,0.0,0.091,33.1,21.43,0.264,13.6,7.997,3.971,5.357,17.86,20.0,0.221,1.91,72.0,191.0,193.0,571.0,1.38,0.0,0.02,0.216,0.0,3.28,12.8
Shrimp chow mein or chop suey,18.0,97.0,0.0,4.27,73.0,57.4,0.8,116.0,0.0,1.262,8.8,31.0,0.072,17.5,1.72,0.024,83.64,0.394,0.806,0.372,1.69,48.0,0.111,0.38,19.0,126.0,148.0,263.0,0.69,40.0,0.58,0.14,4.7,1.09,12.5
Shrimp chow mein or chop suey with noodles,16.0,85.0,0.0,11.37,65.0,51.6,1.5,104.0,0.0,1.675,9.05,28.0,0.111,18.8,1.51,0.089,73.82,1.414,1.137,1.134,4.03,42.0,0.112,1.11,19.0,123.0,142.0,335.0,0.7,35.0,0.51,0.129,4.1,1.06,11.6
Shrimp cocktail,2.0,73.0,0.0,10.76,138.0,92.4,0.6,1.0,2337.0,2.035,15.37,59.0,0.032,33.1,4.09,0.028,69.52,0.236,0.386,0.341,1.48,69.0,0.207,0.5,30.0,210.0,218.0,509.0,1.2,65.0,1.09,0.186,4.0,1.81,1.8
Shrimp creole,0.5,116.0,0.0,8.195,117.5,61.6,0.9,36.5,877.0,1.5385,12.22,59.5,0.0435,27.200000000000003,1.14,0.252,73.495,1.813,1.415,0.8725,4.390000000000001,73.5,0.1699999999999999,1.06,25.0,150.5,155.5,294.5,1.06,69.0,0.66,0.139,7.3,1.5099999999999998,5.25
Shrimp egg foo yung,0.0,59.0,4.0,5.09,217.0,144.9,0.3,326.0,0.0,0.825,11.76,93.0,0.206,26.4,3.14,0.029,75.13,2.253,1.553,1.684,5.97,58.0,0.113,1.04,19.0,173.0,145.0,346.0,1.05,98.0,0.76,0.143,1.7,1.25,23.6
Shrimp garden salad,96.5,1414.5,3.0,2.435,128.0,73.25,0.8500000000000001,1328.0,100.0,0.433,8.465,22.5,0.126,18.65,1.13,0.0424999999999999,85.75999999999999,0.654,0.4589999999999999,0.5675,2.1,69.0,0.109,1.255,22.5,99.0,180.0,284.0,0.845,144.5,0.38,0.0795,7.7,0.73,63.35
Shrimp gumbo,0.0,94.0,0.0,4.61,61.0,29.2,0.9,66.0,4159.0,1.252,6.52,10.0,0.056,12.0,1.78,0.027,85.39,0.394,0.358,0.864,1.87,66.0,0.155,1.09,20.0,73.0,193.0,378.0,0.67,18.0,0.21,0.048,4.5,0.8,8.7
Shrimp in garlic sauce,1.0,241.0,27.0,2.51,104.0,70.0,0.2,84.0,0.0,1.497,11.56,140.0,0.024,24.8,0.47,0.026,58.68,15.058,4.903,4.09,24.97,52.0,0.161,0.41,21.0,209.0,133.0,477.0,0.86,162.0,0.89,0.175,11.8,4.32,44.4
Shrimp salad,0.0,64.0,1.0,1.22,133.0,48.9,0.4,69.0,0.0,0.355,10.47,3.0,0.026,24.0,0.58,0.012,69.65,3.634,9.838,2.588,16.6,83.0,0.142,1.15,19.0,107.0,110.0,695.0,1.03,8.0,0.39,0.027,5.1,1.31,41.4
Shrimp scampi,0.0,65.0,0.0,1.76,181.0,116.6,0.1,71.0,0.0,2.32,19.63,77.0,0.023,42.6,0.06,0.029,64.42,8.037,1.624,1.911,12.06,82.0,0.226,0.44,33.0,265.0,158.0,96.0,1.42,83.0,1.42,0.219,2.3,3.42,30.0
Shrimp shish kabob with vegetables,2.0,87.0,19.0,5.69,95.0,66.0,0.9,38.0,0.0,1.688,11.14,41.0,0.048,23.5,2.33,0.042,79.67,0.468,0.608,0.354,1.6,52.0,0.185,0.43,24.0,162.0,194.0,240.0,0.91,49.0,0.75,0.196,12.8,1.18,5.2
Shrimp soup,0.0,1.3333333333333333,0.0,4.85,9.0,8.6,0.1,0.0,0.0,0.1973333333333333,2.223333333333333,33.666666666666664,0.075,3.1,1.8266666666666669,0.0203333333333333,88.86666666666667,0.963,0.1283333333333333,1.7166666666666668,2.8433333333333333,49.0,0.0523333333333333,0.2166666666666666,7.333333333333333,44.333333333333336,71.33333333333333,366.3333333333333,0.46,34.0,0.38,0.0266666666666666,0.0666666666666666,0.0133333333333333,0.0666666666666666
Shrimp teriyaki,0.0,0.0,0.0,3.34,193.0,126.6,0.0,0.0,0.0,2.614,21.62,82.0,0.031,45.5,1.76,0.033,69.89,0.331,0.541,0.478,1.56,87.0,0.249,0.51,42.0,300.0,184.0,581.0,1.51,82.0,1.52,0.234,0.0,2.02,0.4
Shrimp toast,11.0,81.0,0.0,11.73,57.0,41.2,0.8,78.0,286.0,1.523,8.45,23.0,0.074,18.0,1.39,0.079,62.02,6.251,6.365,2.216,15.48,59.0,0.123,0.77,18.0,134.0,134.0,596.0,0.64,31.0,0.43,0.102,2.6,2.47,30.8
Shrimp with crab stuffing,0.0,18.0,1.0,6.09,141.0,101.7,0.3,58.0,0.0,2.473,16.39,64.0,0.132,38.2,0.35,0.08,66.25,3.582,2.525,2.178,8.94,79.0,0.478,0.87,30.0,245.0,198.0,539.0,2.4,65.0,2.12,0.167,1.7,2.08,5.6
Shrimp with lobster sauce,0.0,1.0,1.0,2.22,192.0,80.9,0.0,24.0,0.0,0.931,16.78,10.0,0.092,35.8,0.8,0.1,70.28,3.017,2.312,1.759,7.86,100.0,0.178,1.61,25.0,163.0,114.0,1031.0,1.7,10.0,0.6,0.076,2.9,1.23,4.5
Shrimp-egg patty,0.0,0.0,9.0,11.77,495.0,330.4,0.6,491.0,0.0,2.675,28.36,212.0,0.495,64.4,1.23,0.189,19.92,14.225,12.64,6.904,35.65,138.0,0.267,2.63,41.0,408.0,268.0,832.0,2.48,212.0,1.82,0.326,0.0,5.29,30.4
Simple syrup,0.0,0.0,0.0,45.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.3,45.68,0.0,54.19,0.0,0.0,0.0,0.15,2.0,0.009,0.02,1.0,0.0,1.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Singapore Sling,0.0,0.0,11.0,7.79,0.0,1.4,0.2,3.0,0.0,0.052,0.12,0.0,0.006,0.1,6.7,0.007,81.92,0.003,0.015,0.008,0.05,5.0,0.018,0.04,2.0,3.0,31.0,15.0,0.1,1.0,0.0,0.01,3.8,0.06,0.0
Sirloin,6.0,194.0,16.0,12.71,39.0,41.6,1.5,446.0,0.0,1.545,7.78,31.0,0.107,7.7,1.6,0.105,69.69,2.741,0.602,3.771,7.89,15.0,0.097,1.16,18.0,87.0,211.0,569.0,1.41,48.0,0.7,0.186,5.6,0.26,4.8
Sirloin beef,458.0,1152.0,0.0,6.85,22.0,31.8,1.2,228.0,247.0,2.426,8.58,7.0,0.068,8.9,1.33,0.048,80.37,0.989,0.148,1.296,2.84,20.0,0.073,0.89,16.0,86.0,280.0,321.0,1.64,122.0,0.39,0.214,12.3,0.37,16.9
Sirloin tips,155.0,457.0,0.0,7.44,24.0,35.0,1.2,233.0,731.0,1.628,8.36,0.0,0.101,7.7,1.73,0.079,77.26,2.347,0.501,2.24,5.72,14.0,0.124,1.21,18.0,87.0,287.0,264.0,1.55,45.0,0.8,0.209,7.5,0.35,5.0
Sixlets,0.0,0.0,0.0,71.19,14.0,21.7,2.8,0.0,0.0,0.27,4.33,56.0,0.213,3.3,63.68,0.079,1.7,5.183,0.921,13.08,21.13,105.0,0.344,1.11,44.0,146.0,261.0,61.0,1.61,56.0,0.53,0.025,0.5,0.36,4.0
Skittles,0.0,0.0,0.0,90.78,0.0,0.0,0.0,1.0,0.0,0.007,0.19,0.0,0.023,1.0,75.84,0.0,3.83,0.0,0.0,4.115,4.37,0.0,0.036,0.0,1.0,1.0,12.0,15.0,0.02,0.0,0.0,0.003,66.8,0.17,1.1
Sliced chicken sandwich,0.0,19.0,2.0,22.37,45.5,37.1,1.0,24.0,0.0,6.409000000000001,17.92,21.5,0.197,21.85,2.85,0.263,50.18,1.9965,2.7295,2.15,7.625,203.5,0.076,1.765,25.5,218.5,201.5,522.0,0.95,23.5,0.24,0.1905,0.0,0.425,6.2
Sloe gin fizz,0.0,0.0,3.0,2.22,0.0,0.4,0.0,1.0,0.0,0.016,0.03,0.0,0.003,0.0,1.95,0.003,89.36,0.0,0.001,0.002,0.01,4.0,0.011,0.02,1.0,2.0,9.0,16.0,0.09,0.0,0.0,0.003,1.0,0.02,0.0
Slush frozen drink,0.0,0.0,0.0,5.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.395,0.004,94.485,0.0,0.0,0.0,0.015,3.5,0.009,0.0,1.0,0.0,0.5,7.5,0.035,0.0,0.0,0.0,0.0,0.0,0.0
Snack bar,2.0,3.0,1.0,75.47,36.0,47.3,4.6,58.0,0.0,6.667,6.67,235.0,0.567,16.0,31.54,0.5,9.86,1.531,2.559,1.299,6.67,333.0,0.173,6.0,69.0,167.0,238.0,367.0,1.42,236.0,0.08,0.667,0.9,2.25,6.9
Snack cake,0.0,0.0,0.0,67.0025,56.75,53.15,8.5,6.0,0.0,1.69375,3.63,3.0,0.21,12.375,34.5475,0.199,14.785,5.0885,2.47375,4.5765,12.9025,128.0,0.19075,2.5775,22.25,129.0,128.25,400.25,0.715,3.0,0.1625,0.05925,0.5,0.975,8.525
Snack mix,0.0,3.5,5.0,69.225,3.0,11.7,4.55,108.0,0.0,4.0280000000000005,7.915,0.0,0.2339999999999999,6.7,4.56,0.2674999999999999,2.49,5.7620000000000005,8.251,2.5975,17.805,65.5,0.1265,3.385,49.5,169.0,195.0,726.5,1.31,0.5,0.15,0.157,0.25,2.51,11.0
Snails,0.0,0.0,0.0,2.48,60.0,77.5,0.0,0.0,0.0,1.586,19.19,30.0,0.115,32.7,0.03,0.011,70.64,1.849,1.816,0.934,5.35,12.0,0.477,4.18,298.0,324.0,457.0,388.0,1.19,30.0,0.57,0.148,0.5,6.39,4.5
Snow cone,0.0,0.0,0.0,19.26,0.0,2.0,0.0,0.0,0.0,0.0035,0.2,0.0,0.0,0.05,17.060000000000002,0.0005,80.465,0.0,0.0,0.0,0.0,1.0,0.0065,0.415,1.0,0.5,7.0,16.0,0.245,0.0,0.0,0.0005,5.7,0.0,0.0
Snowpea,46.2,667.8,0.0,8.162,1.2,19.04,2.8,780.4,0.0,0.5696,3.092,6.4,0.0935999999999999,0.74,4.338,0.1076,86.054,0.603,0.5980000000000001,0.4972,1.834,50.0,0.0838,2.216,25.6,55.4,207.6,127.0,0.358,64.0,0.0,0.1664,39.8,0.604,28.62
Snowpeas,44.0,630.0,0.0,7.55,0.0,17.4,2.6,740.0,0.0,0.6,2.8,0.0,0.08,0.7,4.0,0.15,88.89,0.021,0.089,0.039,0.2,43.0,0.079,2.08,24.0,53.0,200.0,4.0,0.27,54.0,0.0,0.16,60.0,0.39,25.0
Soft drink,0.0,0.0,0.0,5.423333333333333,0.0,0.1407407407407407,0.0,0.0,0.0,0.0011111111111111,0.0537037037037037,0.0,0.0068148148148148,0.0481481481481481,5.237037037037037,0.0014814814814814,94.43111111111112,0.0,0.0,0.0,0.0537037037037037,2.814814814814815,0.0082962962962962,0.0614814814814814,0.6296296296296297,5.666666666666667,6.0,6.518518518518518,0.0366666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Soft fruit confections,0.0,2.0,0.0,73.81,0.0,5.5,2.4,3.0,0.0,0.178,2.31,0.0,0.039,1.4,45.95,0.047,13.88,1.297,6.84,0.898,9.52,17.0,0.303,0.93,25.0,54.0,82.0,131.0,0.53,0.0,0.0,0.082,0.2,0.1,0.4
Soft serve,0.0,5.0,0.0,26.18,16.0,19.5,0.2,0.0,0.0,0.202,4.0,28.0,0.236,3.8,22.78,0.05,62.82,1.693,0.323,3.194,6.06,132.0,0.037,0.44,16.0,114.0,203.0,64.0,0.52,28.0,0.59,0.056,0.8,0.08,2.0
Soft taco with beans,0.0,46.0,0.0,21.33,6.0,15.8,3.1,38.0,781.0,1.502,6.29,18.0,0.142,10.7,1.83,0.171,65.21,1.201,0.974,2.192,5.12,98.0,0.105,1.79,28.0,133.0,240.0,507.0,0.68,22.0,0.06,0.091,3.1,0.25,4.5
Soft taco with beans and sour cream,0.0,44.0,0.0,19.55,11.0,16.2,2.8,35.0,698.0,1.352,5.88,29.0,0.145,9.9,2.0,0.155,66.04,1.563,0.955,3.039,6.64,98.0,0.096,1.61,26.0,127.0,227.0,456.0,0.64,33.0,0.08,0.086,2.9,0.26,4.2
Soft taco with chicken,5.666666666666667,105.0,8.666666666666666,20.05333333333333,30.33333333333333,24.2,1.8333333333333333,60.0,647.6666666666666,3.792666666666667,11.283333333333331,26.666666666666668,0.1613333333333333,15.733333333333334,1.94,0.182,58.36333333333334,2.233333333333333,1.7,3.194333333333333,8.183333333333332,119.33333333333331,0.075,1.6666666666666667,22.666666666666668,193.0,207.0,586.3333333333334,0.8366666666666666,36.0,0.1399999999999999,0.1196666666666666,1.1666666666666667,0.5166666666666666,7.1000000000000005
Soft taco with chicken and beans,5.0,89.0,8.0,21.29,19.0,19.5,2.6,48.0,925.0,2.516,8.82,22.0,0.168,13.5,2.03,0.19,60.79,1.878,1.444,2.69,6.98,110.0,0.095,1.8,25.0,156.0,221.0,564.0,0.81,30.0,0.11,0.113,2.3,0.5,6.0
Soft taco with chicken and sour cream,10.0,132.0,17.0,18.79,41.0,24.1,1.7,53.0,966.0,3.417,11.03,42.0,0.201,15.6,2.48,0.188,57.12,3.119,1.932,4.405,11.12,123.0,0.071,1.56,19.0,172.0,185.0,557.0,0.9,54.0,0.19,0.13,1.1,0.79,7.1
Soft taco with fish,12.0,150.0,19.0,21.23,23.0,27.8,2.0,61.0,1128.0,2.336,10.24,26.0,0.172,18.4,2.33,0.208,58.33,2.168,1.925,3.011,8.12,125.0,0.069,1.67,21.0,214.0,196.0,589.0,0.68,40.0,0.67,0.115,1.4,0.92,8.0
Soft taco with meat,5.0,113.33333333333331,8.333333333333334,19.92333333333333,23.666666666666668,23.33333333333333,2.466666666666667,55.333333333333336,1650.6666666666667,2.6243333333333334,9.18,22.666666666666668,0.1623333333333333,14.4,2.3366666666666664,0.1786666666666666,58.88666666666666,3.105,1.5516666666666667,4.036666666666667,9.88,116.0,0.0846666666666666,1.8533333333333333,21.0,155.33333333333334,206.66666666666663,577.3333333333334,1.4666666666666668,33.0,0.59,0.116,1.7666666666666668,0.57,6.966666666666666
Soft taco with meat and beans,5.0,103.0,8.0,20.99,15.0,19.6,2.7,47.0,1883.0,2.185,8.25,20.0,0.164,12.5,2.34,0.181,60.92,2.234,1.338,3.023,7.64,107.0,0.101,1.96,25.0,146.0,238.0,575.0,1.22,29.0,0.31,0.127,2.9,0.55,6.0
Soft taco with meat and sour cream,5.0,111.5,8.0,18.79,28.5,24.65,2.25,56.0,1442.5,2.6565000000000003,9.23,28.5,0.16,14.55,2.255,0.1694999999999999,59.005,3.481,1.578,4.657,10.965,121.5,0.074,1.71,19.0,154.5,194.0,549.5,1.505,38.0,0.69,0.106,1.3,0.565,7.0
Sopa Seca de Fideo,0.0,129.0,1.0,16.58,8.0,7.3,1.3,64.0,3998.0,1.546,3.12,24.0,0.108,11.8,2.24,0.141,71.91,2.289,1.715,2.384,6.88,15.0,0.098,0.99,16.0,49.0,159.0,422.0,0.38,35.0,0.01,0.073,4.2,0.96,21.1
Sopa de Fideo Aguada,18.0,80.0,0.0,8.76,3.0,10.6,0.4,24.0,453.0,1.956,3.3,1.0,0.104,5.9,2.16,0.084,83.71,1.507,1.188,0.63,3.52,7.0,0.079,0.46,9.0,42.0,157.0,132.0,0.25,8.0,0.0,0.081,2.7,0.4,4.5
Sopa de tortilla,8.0,43.0,0.0,7.52,12.0,11.5,0.7,12.0,209.0,1.424,4.86,29.0,0.098,4.7,2.15,0.045,78.77,2.738,1.422,2.728,7.59,83.0,0.067,0.33,13.0,97.0,147.0,277.0,0.56,32.0,0.21,0.091,2.5,0.4,3.5
Sopa seca,0.0,128.0,1.0,18.26,8.0,6.6,1.1,57.0,4251.0,1.402,2.66,22.0,0.078,7.4,2.02,0.127,71.2,2.158,1.585,2.235,6.41,16.0,0.094,1.14,14.0,43.0,153.0,413.0,0.37,33.0,0.01,0.078,4.0,0.95,19.9
Sopa seca de arroz,0.0,122.0,1.0,20.78,8.0,5.8,1.0,57.0,3791.0,1.297,2.32,23.0,0.05,3.8,1.7,0.122,69.07,2.187,1.569,2.253,6.41,17.0,0.09,1.29,12.0,39.0,137.0,400.0,0.36,33.0,0.01,0.082,3.9,0.91,19.8
Sopaipilla,0.0,0.0,0.0,40.93,0.0,5.3,1.4,8.0,0.0,2.822,5.49,0.0,0.236,18.0,0.14,0.317,30.49,8.036,5.67,4.928,19.91,96.0,0.08,2.64,12.0,89.0,58.0,898.0,0.37,0.0,0.0,0.021,0.0,1.22,10.5
Sopaipilla with syrup or honey,0.0,0.0,0.0,51.31,0.0,4.5,1.1,6.0,0.0,2.131,4.16,0.0,0.185,13.6,20.88,0.236,26.06,6.489,4.567,3.976,16.06,73.0,0.069,2.07,10.0,68.0,56.0,670.0,0.33,0.0,0.0,0.022,0.1,0.98,8.5
Sorbet,0.0,5.0,0.0,27.12,0.0,4.0,0.5,17.0,0.0,0.082,0.79,0.0,0.009,0.2,25.78,0.006,71.88,0.0,0.015,0.0,0.05,3.0,0.007,0.17,2.0,3.0,28.0,13.0,0.04,0.0,0.0,0.013,5.2,0.0,0.4
